maydon,xonalar,joylashuv,yoshi,narxi
53,4,shahar_cheti,67,407175.7410532526
106,1,markaz,46,1565055.3430843658
182,3,qishloq,64,921090.9163435955
176,3,shahar_cheti,50,1557654.5341769748
34,2,shahar_cheti,96,245676.15903458607
185,6,qishloq,37,833840.9979044358
54,2,shahar_cheti,52,344391.18171637965
49,4,shahar_cheti,30,373868.6503660269
186,2,markaz,49,2344256.4729766585
78,1,qishloq,95,457107.4511647161
150,3,shahar_cheti,75,1199909.1242648938
135,3,qishloq,16,575248.00101383
197,4,qishloq,57,1019978.7236055858
67,5,qishloq,30,331354.04354259674
185,4,markaz,36,2205327.4620929314
188,4,markaz,52,2033144.9276847818
53,3,markaz,1,583939.9477512036
189,1,markaz,29,2809032.969367042
120,2,qishloq,68,526140.185922387
156,5,qishloq,43,644568.1642382928
85,2,qishloq,54,365510.3643538321
114,2,qishloq,75,639071.6194347609
68,2,shahar_cheti,49,580855.7379522017
59,3,shahar_cheti,37,526337.8558621237
192,2,shahar_cheti,82,1223041.3654275385
64,4,markaz,39,859706.360173768
70,5,qishloq,23,324444.0538439576
44,2,shahar_cheti,31,312757.00552578946
154,6,markaz,28,2056326.9232917114
151,4,qishloq,95,656846.9177544826
83,6,qishloq,62,433106.5315866418
55,5,qishloq,72,231644.36860810453
59,3,shahar_cheti,82,505168.49069350265
182,3,shahar_cheti,20,1223439.0818503033
108,2,qishloq,6,562783.356148441
104,6,markaz,43,1447480.332020262
43,5,shahar_cheti,85,338082.9643440367
122,1,shahar_cheti,43,819458.6324934462
151,2,qishloq,93,810042.8492999456
93,6,shahar_cheti,71,698276.1267387348
46,3,shahar_cheti,28,333283.34035882016
74,3,markaz,91,773653.6036845084
109,4,markaz,87,1141405.9923519504
58,3,markaz,80,777647.8056319591
70,4,shahar_cheti,45,588550.4851741431
105,3,shahar_cheti,98,670646.4549435743
84,6,markaz,30,1202264.2466829387
64,4,shahar_cheti,80,543874.6974537664
118,6,markaz,22,1216823.5695905953
169,3,markaz,75,1996490.7804183883
161,3,shahar_cheti,43,1220026.8754866552
141,1,qishloq,82,830969.9405564406
177,1,shahar_cheti,63,1474277.290691938
37,5,qishloq,15,187466.12164345596
62,4,markaz,32,837871.8498257447
161,5,markaz,68,2390146.6452385825
87,4,shahar_cheti,77,655743.1490423103
172,2,qishloq,97,952756.3164429445
166,4,shahar_cheti,71,1111872.0945956055
47,5,markaz,55,630516.6162034101
158,1,shahar_cheti,51,1213073.3804056952
36,4,markaz,92,372705.30838336673
187,3,qishloq,36,865854.3618531349
119,1,shahar_cheti,84,765377.9135792858
130,2,shahar_cheti,28,846522.0409577723
143,4,shahar_cheti,85,1146009.6391582799
43,2,qishloq,93,199592.99492201183
113,3,markaz,6,1307097.7469789665
161,5,markaz,26,2346446.98916045
135,1,markaz,38,1791513.2696315905
152,3,shahar_cheti,28,1150657.536350186
94,4,shahar_cheti,64,651806.1844949928
88,3,markaz,63,1072324.7762512437
144,2,shahar_cheti,48,986277.2825257127
103,4,qishloq,4,617345.2630856518
34,3,qishloq,89,163070.5537952715
187,5,shahar_cheti,10,1635885.9855901587
178,3,shahar_cheti,39,1265497.9914758669
134,2,qishloq,56,795980.6806084653
140,3,markaz,100,1406366.437172982
130,5,shahar_cheti,23,896974.6595922427
78,2,markaz,95,1081961.8624505436
102,6,qishloq,53,455825.42238630983
194,1,markaz,17,2124363.5509509766
43,1,markaz,95,466596.0302822246
94,6,shahar_cheti,79,658156.4617167319
181,3,markaz,93,2389690.498937502
165,2,shahar_cheti,56,1268773.5640272552
138,6,qishloq,70,601171.7832178285
137,6,markaz,22,1719367.6591709098
38,3,qishloq,86,200926.72515957986
194,2,qishloq,5,1014242.3017386108
131,6,shahar_cheti,83,933500.639694672
78,2,qishloq,17,456596.87841143034
140,3,shahar_cheti,90,1008478.9877277539
150,1,markaz,45,2112216.028801613
105,5,markaz,14,1484877.4252631932
177,4,markaz,46,2194751.426197756
139,5,markaz,53,1819161.959637283
193,6,markaz,40,2721352.3086795956
76,6,qishloq,36,341946.13857960765
193,4,qishloq,56,1077520.1348681177
165,5,qishloq,16,792370.1845469119
144,6,qishloq,43,725701.205348254
61,1,markaz,1,612414.9615752054
34,3,qishloq,80,149323.5624218389
114,6,shahar_cheti,8,822599.0521091935
52,1,markaz,96,736903.1837205603
106,4,markaz,11,1342582.8701362708
50,3,qishloq,40,222071.5032085993
51,1,markaz,70,692392.5691797558
76,2,shahar_cheti,8,664657.4222145966
150,4,qishloq,95,805557.7382679103
49,3,markaz,43,509722.5649262711
118,3,markaz,12,1300186.7049835846
90,4,markaz,14,1030425.0338779159
132,1,markaz,89,1384314.6066401603
161,5,shahar_cheti,11,1034258.8204732036
190,1,markaz,88,2146317.707362771
168,3,shahar_cheti,25,1320387.2832475612
137,2,markaz,95,1970746.0098577053
159,6,qishloq,31,927164.3534664303
109,4,markaz,72,1183856.946839821
139,2,markaz,28,1714650.6518808333
182,3,markaz,43,2159775.3667995622
122,5,qishloq,5,689620.5517210872
174,2,shahar_cheti,41,1557987.8044298291
87,1,markaz,84,1007374.5947925452
120,1,shahar_cheti,24,918068.3420568997
81,3,markaz,60,953546.4593787262
148,3,qishloq,48,659091.3346576332
91,5,markaz,38,972774.8226315238
99,4,shahar_cheti,78,843053.3940307861
188,3,qishloq,30,805153.9756080479
69,5,qishloq,66,404077.2412718416
157,3,shahar_cheti,41,1288675.6930345618
149,6,qishloq,9,706766.3305604929
71,2,shahar_cheti,48,591272.6977045444
77,1,qishloq,49,404177.18224753963
128,6,shahar_cheti,11,982363.1994402129
52,6,qishloq,5,270911.68142733123
177,4,shahar_cheti,33,1406024.9214730102
37,2,qishloq,93,216116.5743093446
100,1,markaz,49,1491147.2883567922
36,5,shahar_cheti,18,269929.715244373
30,6,markaz,37,420601.8936769779
160,3,shahar_cheti,60,1264740.3528740737
76,1,qishloq,25,380016.4589738259
57,3,qishloq,20,230817.95898359973
76,6,markaz,33,968642.4354320774
84,5,shahar_cheti,10,532150.7091226752
37,1,qishloq,26,158545.8411082702
177,3,qishloq,72,996743.9994328095
129,6,qishloq,11,540145.4459943927
123,3,markaz,15,1591088.7728485065
44,2,qishloq,22,201757.6335316457
55,2,qishloq,33,318663.5605306838
98,2,qishloq,48,518623.8479367735
53,6,shahar_cheti,23,349965.4535755344
86,6,qishloq,74,392260.88729930425
169,3,markaz,21,2082745.1860484413
80,5,qishloq,68,347806.1917952865
193,4,shahar_cheti,38,1187467.1162444465
49,2,shahar_cheti,35,347364.50725676003
65,6,qishloq,44,353650.95439905167
101,1,shahar_cheti,99,810902.6564073594
73,3,qishloq,24,361928.2390933068
169,3,qishloq,63,690797.4077596955
31,5,shahar_cheti,9,267683.1449033018
50,3,shahar_cheti,88,375519.96925250895
157,6,shahar_cheti,60,1258146.5477258672
149,2,shahar_cheti,37,1046198.7468940767
183,5,qishloq,90,817336.5511390609
115,4,qishloq,30,649874.3406246199
199,4,shahar_cheti,1,1403487.2149109493
97,2,shahar_cheti,35,623466.1528338981
82,5,shahar_cheti,78,594070.275464589
99,1,shahar_cheti,13,853362.6735937134
111,1,shahar_cheti,99,690626.0360406659
164,5,shahar_cheti,53,1373979.7521452215
170,2,shahar_cheti,77,1393990.3043170846
146,1,shahar_cheti,29,1065699.6098062496
109,4,qishloq,78,614592.024784277
52,4,markaz,81,626699.9965281823
113,1,shahar_cheti,76,1012553.638938182
71,5,qishloq,44,285682.1865492514
127,4,shahar_cheti,39,1085173.9790834617
43,6,markaz,15,617599.0713680545
122,3,qishloq,48,531956.1717451273
200,1,markaz,10,2655072.1520592035
137,4,shahar_cheti,63,1188849.506907476
146,6,shahar_cheti,60,943199.3786335279
140,4,qishloq,7,663609.0001125989
161,5,qishloq,31,688377.1984499845
41,3,markaz,54,611884.9449395201
171,1,qishloq,62,802523.1319425149
124,3,qishloq,49,679272.1480756953
193,3,markaz,75,2633763.83193634
149,5,qishloq,7,808073.8234278156
59,4,shahar_cheti,21,463306.80379671673
62,5,shahar_cheti,9,522868.27980718546
177,3,shahar_cheti,88,1394177.4269096563
127,2,markaz,55,1882528.8113472436
178,3,markaz,98,1972542.836019802
79,3,qishloq,92,354623.9158413358
35,6,shahar_cheti,48,294659.7591627875
78,4,shahar_cheti,43,509683.5098087654
142,1,shahar_cheti,83,935357.9837077965
109,3,shahar_cheti,63,849956.3524075993
63,1,shahar_cheti,77,506348.0271866944
113,2,qishloq,29,546813.6150706847
78,4,markaz,55,844976.2269990529
31,4,qishloq,23,163607.30613412336
200,3,shahar_cheti,43,1352799.822186106
71,1,qishloq,90,301158.18752077944
150,4,qishloq,53,640524.6912692254
138,1,qishloq,22,608292.5127924553
42,3,qishloq,1,191696.7264974571
39,4,shahar_cheti,15,267573.285307336
75,3,qishloq,38,379981.6996865304
30,6,qishloq,72,136338.099828583
183,2,shahar_cheti,70,1520309.360473472
49,4,qishloq,7,216857.8444229538
43,5,markaz,43,430434.5165586694
76,2,shahar_cheti,21,526744.2024119615
105,2,qishloq,91,464049.7895427535
56,6,shahar_cheti,99,343832.44128706557
68,4,markaz,55,796792.6899328469
86,3,qishloq,71,464671.1198427604
111,2,shahar_cheti,58,728699.4511561053
152,2,markaz,72,1702905.2372271423
135,1,qishloq,71,735405.4143458871
124,2,markaz,40,1522097.9800142345
161,6,shahar_cheti,7,1258904.5168490722
46,5,shahar_cheti,24,331510.1568063346
123,4,qishloq,77,578899.0750832482
105,3,shahar_cheti,68,657792.6779998638
134,3,markaz,100,1500359.2483840755
194,6,qishloq,50,1052255.4251903633
68,1,markaz,98,897389.3838948978
128,6,markaz,49,1459956.5664620767
113,6,qishloq,12,582352.2870311246
135,5,qishloq,13,571746.690901575
156,1,shahar_cheti,62,1374433.5047311177
131,4,markaz,98,1409999.269898957
55,2,shahar_cheti,44,419300.80394519464
164,5,markaz,12,1963610.8961181939
135,5,markaz,78,1796658.011946659
132,6,markaz,19,1931097.5915823474
94,6,qishloq,43,508881.11771817645
31,2,markaz,60,407342.75928126264
127,1,markaz,99,1651722.8630829582
34,6,markaz,55,451061.47097129223
148,3,shahar_cheti,71,1316325.2137376412
110,6,shahar_cheti,53,815925.2404702294
152,2,qishloq,95,617536.5773991672
124,6,shahar_cheti,5,1098658.873294764
94,5,shahar_cheti,47,736087.160114406
34,4,shahar_cheti,81,279995.5017342387
47,1,qishloq,22,234331.4929502553
46,2,shahar_cheti,3,351224.62662844034
139,3,shahar_cheti,98,1062678.2074933448
129,5,markaz,77,1319821.7897938997
31,4,shahar_cheti,55,240202.59366379358
94,1,markaz,96,969010.9148728106
72,6,shahar_cheti,45,445080.10034965724
57,5,qishloq,54,308023.1395220848
173,4,shahar_cheti,27,1122406.410142032
41,5,markaz,31,572138.276237796
137,6,shahar_cheti,11,1013660.6804721544
166,2,qishloq,89,745587.0427240351
91,3,markaz,17,978947.8960942103
115,6,qishloq,8,479110.2397000099
179,4,markaz,4,2283005.8244362716
160,4,qishloq,2,663734.9911192124
182,6,qishloq,2,863507.1071006727
60,3,qishloq,47,354781.57532506017
159,2,shahar_cheti,49,1048987.408452557
81,4,qishloq,47,350738.9761473828
176,3,shahar_cheti,22,1209821.819655998
92,5,shahar_cheti,21,623650.3120628041
191,5,qishloq,71,1117439.5655834137
179,2,qishloq,38,952172.748733129
134,4,shahar_cheti,74,957975.4652624016
181,2,markaz,97,2041455.452052489
80,5,markaz,40,927055.0366554542
132,4,shahar_cheti,13,1078073.431576006
86,5,markaz,80,1219729.768433091
97,1,qishloq,48,554521.0324078472
74,4,qishloq,15,376534.9014529433
144,5,shahar_cheti,54,974386.2587507332
200,4,qishloq,73,830082.7503317691
163,3,qishloq,44,905128.1695675876
65,1,shahar_cheti,68,502407.5535755348
166,1,shahar_cheti,77,1467274.6274967154
188,1,qishloq,33,954718.1646448347
104,4,shahar_cheti,57,812921.7075480345
86,4,shahar_cheti,70,600856.5950444995
68,4,qishloq,97,335082.27244820754
121,2,markaz,29,1661541.05866111
43,4,markaz,18,561977.0042079558
82,1,shahar_cheti,25,497326.7028475427
35,6,shahar_cheti,12,236344.8837250904
104,2,shahar_cheti,10,900923.804219768
83,4,markaz,84,850593.3364693215
37,1,shahar_cheti,33,266656.0372552697
92,6,shahar_cheti,11,721230.6060042296
78,3,markaz,64,928947.8080832604
46,5,shahar_cheti,58,353447.86586415075
143,1,shahar_cheti,72,1200193.6703676481
96,6,qishloq,94,539306.4361528269
113,5,markaz,67,1350451.0641034087
168,4,qishloq,13,979429.1411005172
182,2,markaz,35,2495991.131729751
54,4,qishloq,63,314042.9698662109
118,2,shahar_cheti,61,904025.2125032255
92,4,shahar_cheti,35,715592.756115807
192,1,qishloq,61,1043285.2471375956
81,6,shahar_cheti,91,513687.3885342168
89,2,shahar_cheti,72,745251.6676324948
178,2,markaz,9,2500805.868458791
68,5,shahar_cheti,24,527720.0618919659
98,2,markaz,41,1055763.7600303343
108,1,qishloq,80,590749.3783367465
67,1,shahar_cheti,44,582371.7635291084
183,4,qishloq,33,842992.6559807691
190,6,shahar_cheti,94,1176882.389419899
129,4,shahar_cheti,56,898540.2661951274
80,6,qishloq,70,399316.7595113246
199,5,qishloq,68,1014282.1160731108
80,2,qishloq,36,364775.57592416595
98,3,shahar_cheti,65,685792.6356885429
79,6,markaz,53,945905.1388566399
38,1,qishloq,42,161740.77563282193
165,5,markaz,83,2369469.2295439322
71,2,shahar_cheti,85,583462.7188194119
101,6,markaz,1,1500196.997488354
187,6,qishloq,4,886553.6311289166
72,4,shahar_cheti,2,455856.18130455824
186,5,markaz,70,2270456.8466800437
124,3,markaz,16,1247348.7411916568
151,3,qishloq,73,688376.045986211
159,1,markaz,7,1823009.9403902967
94,1,qishloq,28,409410.3904918146
73,1,qishloq,62,337567.18078029895
139,3,shahar_cheti,30,864036.4172789286
127,2,markaz,27,1749424.7743346929
177,4,shahar_cheti,66,1508173.4256833508
44,5,markaz,56,641387.4190643012
183,6,shahar_cheti,33,1367544.0183790398
179,4,qishloq,22,917331.2760900259
197,6,shahar_cheti,75,1675001.6214687459
186,2,qishloq,84,948992.080128968
111,5,markaz,65,1161081.1997024007
194,1,shahar_cheti,1,1639854.3154821673
117,2,qishloq,34,617285.7155021674
192,3,shahar_cheti,64,1661699.086660145
52,5,shahar_cheti,29,327382.527684335
198,2,markaz,53,2367928.922796312
155,3,markaz,47,1774521.470724744
91,1,qishloq,27,545017.4626786922
37,3,markaz,48,540748.8208081981
171,6,shahar_cheti,83,1305476.0146541498
66,3,shahar_cheti,72,513745.08310486143
168,5,shahar_cheti,80,1327180.3496067734
145,5,markaz,36,1974516.6121133175
196,2,markaz,99,2166230.648923107
33,1,shahar_cheti,76,263663.2249003446
144,5,shahar_cheti,66,1100030.5401362109
56,6,qishloq,50,326469.6809783659
126,5,markaz,99,1634571.5865046063
41,4,shahar_cheti,67,279270.38807349425
50,3,shahar_cheti,7,411565.1666758426
166,1,shahar_cheti,41,1069148.4654657997
177,5,shahar_cheti,91,1070853.9332044811
48,2,shahar_cheti,93,318168.869131538
55,2,qishloq,91,296446.23614917544
140,5,qishloq,51,662845.7319001721
198,1,markaz,20,2107083.253312468
92,4,qishloq,90,395783.6511049735
74,1,qishloq,34,437221.90725930175
111,6,qishloq,95,548189.1520233076
34,2,shahar_cheti,47,232139.12334565417
175,1,shahar_cheti,86,1147998.4114224415
96,2,markaz,53,1188140.6534494143
143,5,shahar_cheti,24,871207.0699275959
104,2,shahar_cheti,72,838997.569645206
128,2,shahar_cheti,88,1066382.8559276287
143,1,qishloq,97,721033.8684533804
141,6,markaz,78,1645084.089285747
150,4,qishloq,96,757280.1625331625
174,2,shahar_cheti,23,1518957.6959679774
177,1,shahar_cheti,54,1415316.370495291
191,6,qishloq,4,776345.8730115144
44,3,qishloq,29,263441.5013123112
164,5,qishloq,39,858064.9246343649
106,4,markaz,89,1100117.7970693535
185,2,qishloq,82,1081274.9604926468
163,3,markaz,20,1752400.7203851535
41,3,markaz,90,530682.4319528627
188,4,markaz,20,2603534.9649661677
188,5,qishloq,30,1035279.6408581007
148,5,markaz,38,1824751.2969934058
192,3,qishloq,86,821218.1944801109
93,5,markaz,86,1348966.1808414578
80,4,markaz,82,964259.9133562974
160,4,markaz,42,2369738.4661316536
81,2,qishloq,95,351584.9006925607
136,4,markaz,49,1809763.7864069287
111,6,shahar_cheti,100,741847.1097985919
95,3,markaz,44,1199343.9139567972
93,4,shahar_cheti,67,766577.2675731069
99,2,qishloq,71,472163.41184594383
120,4,markaz,17,1535341.4057742143
184,3,shahar_cheti,95,1379883.11708764
155,2,qishloq,68,623565.525966899
78,3,markaz,72,807154.0514554379
94,1,shahar_cheti,40,585265.4110330075
74,6,shahar_cheti,32,590553.3668605944
66,5,qishloq,96,277473.02484865516
45,5,qishloq,3,261537.77550073818
192,4,markaz,91,2257533.4297528313
99,6,shahar_cheti,17,798126.3487832547
80,6,qishloq,57,467983.56680675974
127,3,shahar_cheti,75,1062190.3341471637
61,4,shahar_cheti,74,405895.2347447381
164,1,markaz,8,2325999.620011035
153,6,shahar_cheti,71,1227981.430344525
133,5,qishloq,77,614642.3147250868
163,2,qishloq,87,836408.5372121608
47,1,shahar_cheti,56,362628.12945076864
77,5,markaz,3,980171.0190633779
83,3,shahar_cheti,25,608396.3892291277
64,3,shahar_cheti,15,495669.9690779922
174,5,shahar_cheti,80,1387897.2667259183
50,5,shahar_cheti,73,448613.6639067744
137,1,markaz,7,1415666.4952267811
121,3,qishloq,3,706038.282167438
174,3,shahar_cheti,69,1353403.1483543913
142,4,qishloq,32,660440.0473589787
163,2,shahar_cheti,13,1301435.9919580414
168,2,markaz,32,1900097.9323287788
145,3,qishloq,27,812987.3560801767
182,6,shahar_cheti,2,1593828.133275508
34,5,qishloq,80,145896.19030404312
129,3,qishloq,17,685768.444077893
69,3,shahar_cheti,34,506418.9872346366
34,1,shahar_cheti,100,297783.77605119074
56,1,shahar_cheti,24,487591.1047645443
183,5,markaz,73,2302315.5786536993
196,5,shahar_cheti,69,1346626.0864512622
132,5,markaz,58,1888758.7939176732
92,6,markaz,60,1291243.8923432939
132,3,markaz,29,1422023.4426675986
126,4,shahar_cheti,37,949593.5317249062
196,5,qishloq,67,1077824.1572061884
94,3,qishloq,42,486957.2790182287
47,6,markaz,5,590623.5075421145
136,5,markaz,55,1793054.4804140672
84,3,shahar_cheti,77,593245.9606340439
108,2,shahar_cheti,23,940312.2920947509
56,2,shahar_cheti,83,469312.6019517278
104,4,qishloq,33,565541.7022531659
118,5,qishloq,88,475287.5636082482
70,5,shahar_cheti,80,521900.16488506115
77,5,markaz,61,1145686.3641852988
191,3,markaz,5,2112987.3786266623
167,4,shahar_cheti,59,1222257.081141432
168,4,markaz,86,2121041.2285683495
88,2,markaz,53,918433.4676334882
33,5,shahar_cheti,18,280454.8808907876
198,4,shahar_cheti,48,1500626.609891234
173,4,qishloq,70,756193.1676663503
180,2,qishloq,9,936917.089553852
200,2,markaz,98,2723162.1309167095
171,2,shahar_cheti,63,1224851.2712562408
120,6,qishloq,30,613746.9141915515
194,5,qishloq,90,897063.887318698
87,2,markaz,75,1022863.9274587085
140,3,shahar_cheti,52,1232037.3299031565
180,6,markaz,98,2324740.9733109395
200,1,shahar_cheti,47,1487514.4385376049
39,5,qishloq,11,225200.27575449453
39,5,markaz,75,400257.4414925782
119,4,shahar_cheti,46,722449.9589671683
149,1,shahar_cheti,19,1335726.776660455
183,6,qishloq,21,899995.2760163968
60,6,markaz,23,758291.2122478172
199,6,shahar_cheti,55,1532201.360251472
159,6,qishloq,17,938231.4507016144
102,1,markaz,69,1483556.7598712991
182,2,qishloq,51,848302.1224743808
114,2,shahar_cheti,84,1000999.561861024
69,4,shahar_cheti,14,482625.8267940897
69,6,qishloq,24,356542.5002662528
82,5,qishloq,8,426554.7988842479
62,4,qishloq,35,260251.0916459782
190,1,markaz,85,2332983.130388781
88,1,markaz,18,983786.3624323544
31,5,qishloq,9,143908.8154862674
87,3,qishloq,16,521131.08642816194
72,6,markaz,44,1008416.204210391
180,4,markaz,42,1850470.8017408708
93,6,markaz,42,1240889.6514520708
141,1,shahar_cheti,25,950322.716929667
44,4,markaz,3,532299.6025872235
147,5,shahar_cheti,91,1309786.599425313
126,4,markaz,94,1733723.363578336
41,5,qishloq,77,198130.95252378852
62,4,shahar_cheti,17,453573.9668943514
150,2,qishloq,7,667252.7915441247
130,1,markaz,68,1320205.1985541438
92,2,markaz,88,1194322.517357542
163,2,shahar_cheti,69,1346435.3038357012
154,5,shahar_cheti,44,1311968.5375881756
71,5,qishloq,62,336262.9270491741
140,4,shahar_cheti,87,863574.887539888
168,6,shahar_cheti,18,1234089.226796302
96,6,markaz,7,1104630.0204746365
154,4,qishloq,75,851634.6839734303
176,5,shahar_cheti,89,1335777.9184501767
70,3,qishloq,92,353838.30022869905
116,2,shahar_cheti,12,994159.0964644771
41,2,shahar_cheti,81,312185.54193336697
58,3,markaz,5,722295.7287148297
170,5,markaz,51,1893370.2156671172
89,3,shahar_cheti,66,720152.02436714
64,3,markaz,85,852539.9113155376
182,6,shahar_cheti,66,1193387.826339288
32,6,markaz,64,348516.1634835326
105,1,qishloq,65,459317.12904034625
200,2,markaz,51,2446182.0489924448
118,4,markaz,80,1465977.7357027698
157,5,shahar_cheti,38,1163976.2687390805
87,2,shahar_cheti,17,592597.3373137467
73,4,qishloq,68,338681.257413061
79,4,shahar_cheti,9,698398.7470886778
138,1,qishloq,35,723050.8064218493
57,2,markaz,82,853671.3705127724
46,6,qishloq,9,218750.5809829688
85,4,qishloq,46,374926.82934340776
89,3,shahar_cheti,16,779092.5431445334
36,6,markaz,14,449541.1795380045
151,4,shahar_cheti,37,1239909.2955504658
65,5,qishloq,31,297346.7744478467
101,6,shahar_cheti,83,894684.5695522815
57,4,shahar_cheti,34,467337.3261307438
36,4,markaz,2,444590.4758450853
117,6,markaz,42,1585409.1937092887
143,3,markaz,54,2059033.0289296194
119,2,qishloq,88,628115.0602206558
58,2,markaz,7,836372.2166778549
86,5,markaz,34,1177100.249595679
193,1,markaz,25,2240648.4601605134
173,6,qishloq,79,896059.3074331463
36,3,markaz,12,371918.3196976481
100,2,qishloq,53,510680.5213345903
121,1,qishloq,63,664018.7062829809
113,2,shahar_cheti,84,957596.4699047632
103,1,qishloq,32,573565.2474566661
34,6,markaz,62,344186.7596105129
118,6,markaz,32,1512971.133119941
196,1,markaz,58,2527700.998023192
78,6,qishloq,42,370113.6740943751
39,4,shahar_cheti,50,272059.6496258166
180,3,markaz,68,2083914.9236447623
194,4,qishloq,3,1069697.5359675903
194,1,qishloq,90,942966.9644571706
149,5,shahar_cheti,62,983008.3561170285
48,6,qishloq,52,211410.30644622416
172,3,qishloq,48,764146.6479123619
68,5,qishloq,53,371044.6196665753
35,6,shahar_cheti,69,234122.81816264833
121,6,markaz,30,1580284.1103813355
62,2,shahar_cheti,5,543177.2900556133
83,5,markaz,20,1176654.1970403686
158,5,qishloq,91,636105.4445538474
42,2,qishloq,98,190583.99016123256
169,6,markaz,14,2280867.608056501
58,1,shahar_cheti,51,412998.13099795143
196,1,qishloq,16,804167.2034515269
41,2,shahar_cheti,1,314311.3498771201
121,4,shahar_cheti,95,896244.0863520416
178,4,markaz,37,1881175.316394534
61,5,qishloq,8,264583.9923351454
168,5,qishloq,62,686558.5644580043
185,5,qishloq,65,965960.0063221735
77,2,markaz,35,1038228.2158189089
85,6,shahar_cheti,58,755602.5808884051
146,4,markaz,25,1964146.7874079982
86,3,qishloq,89,355641.33214694035
69,1,qishloq,15,347054.4057277182
138,4,shahar_cheti,47,991600.7067587931
62,2,qishloq,93,288873.19656406646
98,4,shahar_cheti,17,848271.5881647427
34,5,shahar_cheti,57,207526.88687578787
112,4,markaz,26,1632476.9286266887
163,1,shahar_cheti,97,1040704.8742038473
172,2,shahar_cheti,96,1448547.1959058216
59,4,qishloq,79,264121.35614330554
193,2,qishloq,21,810807.7696003304
135,6,shahar_cheti,60,831838.1388993709
137,6,shahar_cheti,8,900639.7902448885
199,2,markaz,18,2874342.614710934
150,2,markaz,84,1650093.3570409678
85,6,qishloq,59,448671.30230155704
88,6,shahar_cheti,68,658007.6444958337
104,5,qishloq,34,416833.5481180944
141,3,qishloq,82,612220.1837345972
193,4,shahar_cheti,84,1533547.0019855485
162,3,qishloq,3,825902.7101255683
52,2,shahar_cheti,9,361554.07117332536
177,5,markaz,97,2136696.2045421223
79,5,markaz,3,1043297.2288885791
30,1,markaz,28,306512.61808017775
53,2,shahar_cheti,84,471462.96102409525
47,2,markaz,14,485494.3605620543
123,1,shahar_cheti,72,890522.4651503112
161,4,shahar_cheti,62,1153940.0253480116
138,5,shahar_cheti,47,1066781.8756217617
76,2,shahar_cheti,21,583882.1664215256
43,5,shahar_cheti,1,267891.4429408567
102,2,markaz,63,1111743.0036063753
93,6,shahar_cheti,91,750212.915113902
192,3,shahar_cheti,72,1612677.3933173977
185,5,shahar_cheti,45,1438787.7639038246
107,3,shahar_cheti,12,657465.5813060044
149,3,markaz,19,1909635.6579524889
154,6,shahar_cheti,20,1354521.4287204002
192,6,qishloq,91,768530.6635711462
43,2,markaz,34,490864.70392414334
132,2,qishloq,85,616306.0649415208
178,1,qishloq,45,758799.0248185622
65,3,markaz,71,931426.7417160596
115,1,qishloq,40,681960.114011228
140,5,markaz,99,1622325.5032924216
84,5,markaz,5,851922.7726645248
193,1,qishloq,35,1072841.3212545016
156,4,shahar_cheti,91,1077887.2774423193
124,4,markaz,96,1421823.527768286
69,2,markaz,17,942859.8125214162
67,5,markaz,20,947929.7339998712
114,3,qishloq,5,482886.69535150036
57,2,qishloq,9,246561.46404249078
189,6,qishloq,64,807883.0175109791
46,1,shahar_cheti,6,363465.57933963666
54,2,shahar_cheti,53,447146.50304670027
116,6,qishloq,79,531459.3524440875
173,2,qishloq,72,838266.393296656
60,1,shahar_cheti,58,537376.4846210106
129,1,shahar_cheti,68,849686.8146595267
129,5,shahar_cheti,52,786830.162297551
129,4,markaz,17,1865337.9073873253
158,3,qishloq,40,669250.3361071136
178,2,qishloq,6,869733.0709274986
136,5,qishloq,62,593013.4247622695
118,5,shahar_cheti,24,926519.8308101881
147,5,markaz,8,2035014.186786856
35,6,markaz,57,515439.5217513476
100,5,qishloq,92,474426.4320551268
160,6,shahar_cheti,66,1273393.9003595442
57,3,markaz,4,677906.3584537033
152,5,markaz,86,2204843.102329205
34,6,shahar_cheti,56,251409.2074879893
147,1,qishloq,3,807348.7389906896
195,2,qishloq,14,926935.8274281063
78,5,shahar_cheti,57,517184.65272214194
101,1,markaz,4,1507652.8736213516
35,4,shahar_cheti,41,218278.18746428945
122,5,shahar_cheti,96,768200.2076110569
183,4,markaz,73,2142765.1530619976
92,3,markaz,30,1101389.499417585
36,3,markaz,45,535009.9444537223
162,3,shahar_cheti,57,1070815.1005482888
129,2,markaz,63,1434649.9594659738
99,5,qishloq,56,458228.7705264307
46,3,qishloq,66,268687.85166536254
146,6,markaz,84,2026357.8053103369
73,5,shahar_cheti,62,645754.9345356817
162,5,markaz,45,1782511.2550690991
192,2,shahar_cheti,94,1328717.3964282337
197,4,qishloq,50,1020186.4867246372
134,4,markaz,100,1631824.6777078141
32,1,markaz,70,443558.7996312888
111,3,qishloq,80,486974.43454353017
33,5,shahar_cheti,82,212875.17566823633
143,3,markaz,17,1436622.2286043307
131,6,qishloq,74,737205.5855942144
59,5,shahar_cheti,31,450577.81031942304
82,6,markaz,95,1015630.5633816163
57,1,shahar_cheti,12,422152.70955967845
156,6,markaz,75,2275810.9604887315
107,4,shahar_cheti,16,659437.2675415351
93,3,shahar_cheti,74,827778.7674161287
54,1,qishloq,75,243035.299180812
65,2,shahar_cheti,69,543811.3996215987
68,6,shahar_cheti,16,520897.87184162065
